Ticket_ID,Source_System,Email_Received_Date,Sender,Subject,Email_Body,Priority,Status,Category,Assigned_Team,SLA_Due_Date,Closed_Date
INC1000001,ServiceNow,2026-01-14,servicenow@company.com,INC1000001 | High | Access Issue | Open - Permission Issue,Ticket ID: INC1000001 | Priority: High | Status: Open | Assigned Team: Vendor Support | Issue: permission issue | Category: Access Issue | Created Date: 2026-01-14 | SLA Due Date: 2026-01-16,High,Open,Access Issue,Data Support,2026-01-16,
INC1000380,ServiceNow,2026-04-18,servicenow@company.com,INC1000380 | Low | Access Issue | Closed - Mfa Issue,Ticket ID: INC1000380 | Priority: Low | Status: Closed | Assigned Team: Vendor Support | Issue: MFA issue | Category: Access Issue | Created Date: 2026-04-18 | SLA Due Date: 2026-04-25,Low,Closed,Access Issue,Access Management,2026-04-25,2026-04-29
FG1000381,Fieldglass,2026-03-23,fieldglass@company.com,FG1000381 | Critical | Access Issue | Closed - Role Missing,Ticket ID: FG1000381 | Priority: Critical | Status: Closed | Assigned Team: Access Management | Issue: role missing | Category: Access Issue | Created Date: 2026-03-23 | SLA Due Date: 2026-03-24,Critical,Closed,Access Issue,Reporting Team,2026-03-24,2026-03-25
INC1000382,ServiceNow,2026-04-13,servicenow@company.com,INC1000382 | Low | Process Delay | Closed - Pending Approval,Ticket ID: INC1000382 | Priority: Low | Status: Closed | Assigned Team: Reporting Team | Issue: pending approval | Category: Process Delay | Created Date: 2026-04-13 | SLA Due Date: 2026-04-20,Low,Closed,Process Delay,Data Support,2026-04-20,2026-04-24
FG1000383,Fieldglass,2026-04-05,fieldglass@company.com,FG1000383 | Low | Reporting Issue | In Progress - Wrong Kpi,Ticket ID: FG1000383 | Priority: Low | Status: In Progress | Assigned Team: Vendor Support | Issue: wrong KPI | Category: Reporting Issue | Created Date: 2026-04-05 | SLA Due Date: 2026-04-12,Low,In Progress,Reporting Issue,Reporting Team,2026-04-12,
FG1000384,Fieldglass,2026-05-01,fieldglass@company.com,FG1000384 | Medium | Data Quality Issue | Pending Business - Null Field,Ticket ID: FG1000384 | Priority: Medium | Status: Pending Business | Assigned Team: Vendor Support | Issue: null field | Category: Data Quality Issue | Created Date: 2026-05-01 | SLA Due Date: 2026-05-05,Medium,Pending Business,Data Quality Issue,Access Management,2026-05-05,
INC1000385,ServiceNow,2026-04-05,servicenow@company.com,INC1000385 | High | Process Delay | Pending Business - Pending Approval,Ticket ID: INC1000385 | Priority: High | Status: Pending Business | Assigned Team: Vendor Support | Issue: pending approval | Category: Process Delay | Created Date: 2026-04-05 | SLA Due Date: 2026-04-07,High,Pending Business,Process Delay,Reporting Team,2026-04-07,
FG1000386,Fieldglass,2026-02-09,fieldglass@company.com,FG1000386 | Medium | Access Issue | Resolved - Login Failure,Ticket ID: FG1000386 | Priority: Medium | Status: Resolved | Assigned Team: Access Management | Issue: login failure | Category: Access Issue | Created Date: 2026-02-09 | SLA Due Date: 2026-02-13,Medium,Resolved,Access Issue,Vendor Support,2026-02-13,2026-02-15
FG1000387,Fieldglass,2026-03-16,fieldglass@company.com,FG1000387 | Medium | System Error | Closed - Job Failed,Ticket ID: FG1000387 | Priority: Medium | Status: Closed | Assigned Team: Reporting Team | Issue: job failed | Category: System Error | Created Date: 2026-03-16 | SLA Due Date: 2026-03-20,Medium,Closed,System Error,Vendor Support,2026-03-20,2026-03-18
INC1000388,ServiceNow,2026-04-20,servicenow@company.com,INC1000388 | High | System Error | Open - Server Error,Ticket ID: INC1000388 | Priority: High | Status: Open | Assigned Team: Reporting Team | Issue: server error | Category: System Error | Created Date: 2026-04-20 | SLA Due Date: 2026-04-22,High,Open,System Error,Access Management,2026-04-22,
FG1000389,Fieldglass,2026-01-24,fieldglass@company.com,FG1000389 | High | Process Delay | Closed - Vendor Delay,Ticket ID: FG1000389 | Priority: High | Status: Closed | Assigned Team: Access Management | Issue: vendor delay | Category: Process Delay | Created Date: 2026-01-24 | SLA Due Date: 2026-01-26,High,Closed,Process Delay,Data Support,2026-01-26,2026-01-29
INC1000390,ServiceNow,2026-03-15,servicenow@company.com,INC1000390 | High | System Error | Closed - Timeout,Ticket ID: INC1000390 | Priority: High | Status: Closed | Assigned Team: Vendor Support | Issue: timeout | Category: System Error | Created Date: 2026-03-15 | SLA Due Date: 2026-03-17,High,Closed,System Error,Application Support,2026-03-17,2026-03-16
FG1000391,Fieldglass,2026-01-05,fieldglass@company.com,FG1000391 | Low | System Error | In Progress - Interface Failure,Ticket ID: FG1000391 | Priority: Low | Status: In Progress | Assigned Team: Access Management | Issue: interface failure | Category: System Error | Created Date: 2026-01-05 | SLA Due Date: 2026-01-12,Low,In Progress,System Error,Data Support,2026-01-12,
FG1000392,Fieldglass,2026-04-04,fieldglass@company.com,FG1000392 | Critical | Process Delay | Open - Pending Approval,Ticket ID: FG1000392 | Priority: Critical | Status: Open | Assigned Team: Access Management | Issue: pending approval | Category: Process Delay | Created Date: 2026-04-04 | SLA Due Date: 2026-04-05,Critical,Open,Process Delay,Access Management,2026-04-05,
INC1000393,ServiceNow,2026-01-09,servicenow@company.com,INC1000393 | Medium | Access Issue | In Progress - Role Missing,Ticket ID: INC1000393 | Priority: Medium | Status: In Progress | Assigned Team: Access Management | Issue: role missing | Category: Access Issue | Created Date: 2026-01-09 | SLA Due Date: 2026-01-13,Medium,In Progress,Access Issue,Application Support,2026-01-13,
FG1000394,Fieldglass,2026-02-15,fieldglass@company.com,FG1000394 | Medium | System Error | Closed - Api Error,Ticket ID: FG1000394 | Priority: Medium | Status: Closed | Assigned Team: Reporting Team | Issue: API error | Category: System Error | Created Date: 2026-02-15 | SLA Due Date: 2026-02-19,Medium,Closed,System Error,Reporting Team,2026-02-19,2026-02-21
INC1000395,ServiceNow,2026-02-16,servicenow@company.com,INC1000395 | Medium | Data Quality Issue | Open - Missing Value,Ticket ID: INC1000395 | Priority: Medium | Status: Open | Assigned Team: Data Support | Issue: missing value | Category: Data Quality Issue | Created Date: 2026-02-16 | SLA Due Date: 2026-02-20,Medium,Open,Data Quality Issue,Application Support,2026-02-20,
FG1000396,Fieldglass,2026-03-26,fieldglass@company.com,FG1000396 | Critical | Process Delay | Closed - Queue Backlog,Ticket ID: FG1000396 | Priority: Critical | Status: Closed | Assigned Team: Data Support | Issue: queue backlog | Category: Process Delay | Created Date: 2026-03-26 | SLA Due Date: 2026-03-27,Critical,Closed,Process Delay,Data Support,2026-03-27,2026-04-01
FG1000397,Fieldglass,2026-03-31,fieldglass@company.com,FG1000397 | High | System Error | In Progress - Interface Failure,Ticket ID: FG1000397 | Priority: High | Status: In Progress | Assigned Team: Data Support | Issue: interface failure | Category: System Error | Created Date: 2026-03-31 | SLA Due Date: 2026-04-02,High,In Progress,System Error,Access Management,2026-04-02,
FG1000398,Fieldglass,2026-01-18,fieldglass@company.com,FG1000398 | High | Access Issue | Pending Business - Mfa Issue,Ticket ID: FG1000398 | Priority: High | Status: Pending Business | Assigned Team: Data Support | Issue: MFA issue | Category: Access Issue | Created Date: 2026-01-18 | SLA Due Date: 2026-01-20,High,Pending Business,Access Issue,Vendor Support,2026-01-20,
INC1000399,ServiceNow,2026-03-19,servicenow@company.com,INC1000399 | Low | Reporting Issue | Pending Business - Dashboard Mismatch,Ticket ID: INC1000399 | Priority: Low | Status: Pending Business | Assigned Team: Access Management | Issue: dashboard mismatch | Category: Reporting Issue | Created Date: 2026-03-19 | SLA Due Date: 2026-03-26,Low,Pending Business,Reporting Issue,Vendor Support,2026-03-26,
INC1000400,ServiceNow,2026-03-05,servicenow@company.com,INC1000400 | High | Reporting Issue | Open - Power Bi Error,Ticket ID: INC1000400 | Priority: High | Status: Open | Assigned Team: Application Support | Issue: Power BI error | Category: Reporting Issue | Created Date: 2026-03-05 | SLA Due Date: 2026-03-07,High,Open,Reporting Issue,Access Management,2026-03-07,
INC1000401,ServiceNow,2026-04-17,servicenow@company.com,INC1000401 | Medium | Access Issue | Closed - Access Denied,Ticket ID: INC1000401 | Priority: Medium | Status: Closed | Assigned Team: Data Support | Issue: access denied | Category: Access Issue | Created Date: 2026-04-17 | SLA Due Date: 2026-04-21,Medium,Closed,Access Issue,Vendor Support,2026-04-21,2026-04-24
INC1000402,ServiceNow,2026-02-07,servicenow@company.com,INC1000402 | Medium | Access Issue | In Progress - Permission Issue,Ticket ID: INC1000402 | Priority: Medium | Status: In Progress | Assigned Team: Data Support | Issue: permission issue | Category: Access Issue | Created Date: 2026-02-07 | SLA Due Date: 2026-02-11,Medium,In Progress,Access Issue,Data Support,2026-02-11,
INC1000403,ServiceNow,2026-02-24,servicenow@company.com,INC1000403 | Medium | Access Issue | Resolved - Permission Issue,Ticket ID: INC1000403 | Priority: Medium | Status: Resolved | Assigned Team: Data Support | Issue: permission issue | Category: Access Issue | Created Date: 2026-02-24 | SLA Due Date: 2026-02-28,Medium,Resolved,Access Issue,Reporting Team,2026-02-28,2026-02-25
INC1000404,ServiceNow,2026-02-04,servicenow@company.com,INC1000404 | Low | Reporting Issue | Closed - Wrong Kpi,Ticket ID: INC1000404 | Priority: Low | Status: Closed | Assigned Team: Reporting Team | Issue: wrong KPI | Category: Reporting Issue | Created Date: 2026-02-04 | SLA Due Date: 2026-02-11,Low,Closed,Reporting Issue,Data Support,2026-02-11,2026-02-10
FG1000405,Fieldglass,2026-04-19,fieldglass@company.com,FG1000405 | High | System Error | In Progress - Interface Failure,Ticket ID: FG1000405 | Priority: High | Status: In Progress | Assigned Team: Application Support | Issue: interface failure | Category: System Error | Created Date: 2026-04-19 | SLA Due Date: 2026-04-21,High,In Progress,System Error,Reporting Team,2026-04-21,
INC1000406,ServiceNow,2026-01-14,servicenow@company.com,INC1000406 | Low | Data Quality Issue | Closed - Missing Value,Ticket ID: INC1000406 | Priority: Low | Status: Closed | Assigned Team: Vendor Support | Issue: missing value | Category: Data Quality Issue | Created Date: 2026-01-14 | SLA Due Date: 2026-01-21,Low,Closed,Data Quality Issue,Application Support,2026-01-21,2026-01-24
INC1000407,ServiceNow,2026-04-21,servicenow@company.com,INC1000407 | Low | Process Delay | Resolved - Vendor Delay,Ticket ID: INC1000407 | Priority: Low | Status: Resolved | Assigned Team: Application Support | Issue: vendor delay | Category: Process Delay | Created Date: 2026-04-21 | SLA Due Date: 2026-04-28,Low,Resolved,Process Delay,Application Support,2026-04-28,2026-05-02
INC1000408,ServiceNow,2026-02-10,servicenow@company.com,INC1000408 | Critical | System Error | In Progress - Interface Failure,Ticket ID: INC1000408 | Priority: Critical | Status: In Progress | Assigned Team: Vendor Support | Issue: interface failure | Category: System Error | Created Date: 2026-02-10 | SLA Due Date: 2026-02-11,Critical,In Progress,System Error,Vendor Support,2026-02-11,
INC1000409,ServiceNow,2026-01-13,servicenow@company.com,INC1000409 | Medium | Reporting Issue | Resolved - Tableau Variance,Ticket ID: INC1000409 | Priority: Medium | Status: Resolved | Assigned Team: Access Management | Issue: Tableau variance | Category: Reporting Issue | Created Date: 2026-01-13 | SLA Due Date: 2026-01-17,Medium,Resolved,Reporting Issue,Application Support,2026-01-17,2026-01-17
INC1000410,ServiceNow,2026-01-21,servicenow@company.com,INC1000410 | Critical | Process Delay | Resolved - Queue Backlog,Ticket ID: INC1000410 | Priority: Critical | Status: Resolved | Assigned Team: Reporting Team | Issue: queue backlog | Category: Process Delay | Created Date: 2026-01-21 | SLA Due Date: 2026-01-22,Critical,Resolved,Process Delay,Data Support,2026-01-22,2026-01-25
FG1000411,Fieldglass,2026-03-06,fieldglass@company.com,FG1000411 | Medium | Reporting Issue | In Progress - Report Refresh Failed,Ticket ID: FG1000411 | Priority: Medium | Status: In Progress | Assigned Team: Application Support | Issue: report refresh failed | Category: Reporting Issue | Created Date: 2026-03-06 | SLA Due Date: 2026-03-10,Medium,In Progress,Reporting Issue,Application Support,2026-03-10,
INC1000412,ServiceNow,2026-01-12,servicenow@company.com,INC1000412 | Medium | Access Issue | Pending Business - Role Missing,Ticket ID: INC1000412 | Priority: Medium | Status: Pending Business | Assigned Team: Access Management | Issue: role missing | Category: Access Issue | Created Date: 2026-01-12 | SLA Due Date: 2026-01-16,Medium,Pending Business,Access Issue,Data Support,2026-01-16,
FG1000413,Fieldglass,2026-03-12,fieldglass@company.com,FG1000413 | Medium | Access Issue | Open - Access Denied,Ticket ID: FG1000413 | Priority: Medium | Status: Open | Assigned Team: Data Support | Issue: access denied | Category: Access Issue | Created Date: 2026-03-12 | SLA Due Date: 2026-03-16,Medium,Open,Access Issue,Vendor Support,2026-03-16,
FG1000414,Fieldglass,2026-02-13,fieldglass@company.com,FG1000414 | High | Process Delay | Resolved - Queue Backlog,Ticket ID: FG1000414 | Priority: High | Status: Resolved | Assigned Team: Application Support | Issue: queue backlog | Category: Process Delay | Created Date: 2026-02-13 | SLA Due Date: 2026-02-15,High,Resolved,Process Delay,Access Management,2026-02-15,2026-02-13
FG1000415,Fieldglass,2026-01-29,fieldglass@company.com,FG1000415 | High | Reporting Issue | Resolved - Power Bi Error,Ticket ID: FG1000415 | Priority: High | Status: Resolved | Assigned Team: Vendor Support | Issue: Power BI error | Category: Reporting Issue | Created Date: 2026-01-29 | SLA Due Date: 2026-01-31,High,Resolved,Reporting Issue,Vendor Support,2026-01-31,2026-02-03
FG1000416,Fieldglass,2026-04-16,fieldglass@company.com,FG1000416 | Low | Access Issue | Pending Business - Access Denied,Ticket ID: FG1000416 | Priority: Low | Status: Pending Business | Assigned Team: Application Support | Issue: access denied | Category: Access Issue | Created Date: 2026-04-16 | SLA Due Date: 2026-04-23,Low,Pending Business,Access Issue,Data Support,2026-04-23,
FG1000417,Fieldglass,2026-02-20,fieldglass@company.com,FG1000417 | High | Process Delay | Closed - Pending Approval,Ticket ID: FG1000417 | Priority: High | Status: Closed | Assigned Team: Data Support | Issue: pending approval | Category: Process Delay | Created Date: 2026-02-20 | SLA Due Date: 2026-02-22,High,Closed,Process Delay,Application Support,2026-02-22,2026-02-23
INC1000418,ServiceNow,2026-03-26,servicenow@company.com,INC1000418 | Low | Process Delay | In Progress - Sla Delay,Ticket ID: INC1000418 | Priority: Low | Status: In Progress | Assigned Team: Reporting Team | Issue: SLA delay | Category: Process Delay | Created Date: 2026-03-26 | SLA Due Date: 2026-04-02,Low,In Progress,Process Delay,Application Support,2026-04-02,
INC1000419,ServiceNow,2026-03-16,servicenow@company.com,INC1000419 | Medium | Process Delay | In Progress - Sla Delay,Ticket ID: INC1000419 | Priority: Medium | Status: In Progress | Assigned Team: Vendor Support | Issue: SLA delay | Category: Process Delay | Created Date: 2026-03-16 | SLA Due Date: 2026-03-20,Medium,In Progress,Process Delay,Reporting Team,2026-03-20,
INC1000420,ServiceNow,2026-04-23,servicenow@company.com,INC1000420 | Medium | Data Quality Issue | Pending Business - Missing Value,Ticket ID: INC1000420 | Priority: Medium | Status: Pending Business | Assigned Team: Application Support | Issue: missing value | Category: Data Quality Issue | Created Date: 2026-04-23 | SLA Due Date: 2026-04-27,Medium,Pending Business,Data Quality Issue,Application Support,2026-04-27,
INC1000421,ServiceNow,2026-02-27,servicenow@company.com,INC1000421 | Low | Reporting Issue | Closed - Power Bi Error,Ticket ID: INC1000421 | Priority: Low | Status: Closed | Assigned Team: Vendor Support | Issue: Power BI error | Category: Reporting Issue | Created Date: 2026-02-27 | SLA Due Date: 2026-03-06,Low,Closed,Reporting Issue,Access Management,2026-03-06,2026-03-06
FG1000422,Fieldglass,2026-02-07,fieldglass@company.com,FG1000422 | High | Process Delay | Resolved - Pending Approval,Ticket ID: FG1000422 | Priority: High | Status: Resolved | Assigned Team: Vendor Support | Issue: pending approval | Category: Process Delay | Created Date: 2026-02-07 | SLA Due Date: 2026-02-09,High,Resolved,Process Delay,Vendor Support,2026-02-09,2026-02-09
FG1000423,Fieldglass,2026-05-01,fieldglass@company.com,FG1000423 | Medium | Access Issue | Pending Business - Permission Issue,Ticket ID: FG1000423 | Priority: Medium | Status: Pending Business | Assigned Team: Application Support | Issue: permission issue | Category: Access Issue | Created Date: 2026-05-01 | SLA Due Date: 2026-05-05,Medium,Pending Business,Access Issue,Vendor Support,2026-05-05,
FG1000424,Fieldglass,2026-01-19,fieldglass@company.com,FG1000424 | Medium | System Error | Open - Job Failed,Ticket ID: FG1000424 | Priority: Medium | Status: Open | Assigned Team: Data Support | Issue: job failed | Category: System Error | Created Date: 2026-01-19 | SLA Due Date: 2026-01-23,Medium,Open,System Error,Reporting Team,2026-01-23,
FG1000425,Fieldglass,2026-01-08,fieldglass@company.com,FG1000425 | Medium | Data Quality Issue | Open - Invalid Trade Id,Ticket ID: FG1000425 | Priority: Medium | Status: Open | Assigned Team: Access Management | Issue: invalid trade id | Category: Data Quality Issue | Created Date: 2026-01-08 | SLA Due Date: 2026-01-12,Medium,Open,Data Quality Issue,Reporting Team,2026-01-12,
INC1000426,ServiceNow,2026-04-05,servicenow@company.com,INC1000426 | High | Reporting Issue | Closed - Power Bi Error,Ticket ID: INC1000426 | Priority: High | Status: Closed | Assigned Team: Application Support | Issue: Power BI error | Category: Reporting Issue | Created Date: 2026-04-05 | SLA Due Date: 2026-04-07,High,Closed,Reporting Issue,Reporting Team,2026-04-07,2026-04-09
FG1000427,Fieldglass,2026-03-29,fieldglass@company.com,FG1000427 | Medium | Access Issue | Closed - Role Missing,Ticket ID: FG1000427 | Priority: Medium | Status: Closed | Assigned Team: Access Management | Issue: role missing | Category: Access Issue | Created Date: 2026-03-29 | SLA Due Date: 2026-04-02,Medium,Closed,Access Issue,Reporting Team,2026-04-02,2026-03-29
FG1000428,Fieldglass,2026-03-19,fieldglass@company.com,FG1000428 | Low | Data Quality Issue | Pending Business - Invalid Trade Id,Ticket ID: FG1000428 | Priority: Low | Status: Pending Business | Assigned Team: Reporting Team | Issue: invalid trade id | Category: Data Quality Issue | Created Date: 2026-03-19 | SLA Due Date: 2026-03-26,Low,Pending Business,Data Quality Issue,Access Management,2026-03-26,
FG1000429,Fieldglass,2026-03-07,fieldglass@company.com,FG1000429 | High | Data Quality Issue | Open - Missing Value,Ticket ID: FG1000429 | Priority: High | Status: Open | Assigned Team: Data Support | Issue: missing value | Category: Data Quality Issue | Created Date: 2026-03-07 | SLA Due Date: 2026-03-09,High,Open,Data Quality Issue,Application Support,2026-03-09,
FG1000430,Fieldglass,2026-02-02,fieldglass@company.com,FG1000430 | High | Process Delay | Pending Business - Late File Arrival,Ticket ID: FG1000430 | Priority: High | Status: Pending Business | Assigned Team: Application Support | Issue: late file arrival | Category: Process Delay | Created Date: 2026-02-02 | SLA Due Date: 2026-02-04,High,Pending Business,Process Delay,Reporting Team,2026-02-04,
INC1000431,ServiceNow,2026-03-22,servicenow@company.com,INC1000431 | Medium | Data Quality Issue | Closed - Invalid Trade Id,Ticket ID: INC1000431 | Priority: Medium | Status: Closed | Assigned Team: Vendor Support | Issue: invalid trade id | Category: Data Quality Issue | Created Date: 2026-03-22 | SLA Due Date: 2026-03-26,Medium,Closed,Data Quality Issue,Vendor Support,2026-03-26,2026-03-27
FG1000432,Fieldglass,2026-03-08,fieldglass@company.com,FG1000432 | Medium | Access Issue | Closed - Permission Issue,Ticket ID: FG1000432 | Priority: Medium | Status: Closed | Assigned Team: Application Support | Issue: permission issue | Category: Access Issue | Created Date: 2026-03-08 | SLA Due Date: 2026-03-12,Medium,Closed,Access Issue,Vendor Support,2026-03-12,2026-03-16
FG1000433,Fieldglass,2026-02-12,fieldglass@company.com,FG1000433 | High | Access Issue | Open - Permission Issue,Ticket ID: FG1000433 | Priority: High | Status: Open | Assigned Team: Access Management | Issue: permission issue | Category: Access Issue | Created Date: 2026-02-12 | SLA Due Date: 2026-02-14,High,Open,Access Issue,Reporting Team,2026-02-14,
FG1000434,Fieldglass,2026-01-31,fieldglass@company.com,FG1000434 | High | Process Delay | In Progress - Sla Delay,Ticket ID: FG1000434 | Priority: High | Status: In Progress | Assigned Team: Vendor Support | Issue: SLA delay | Category: Process Delay | Created Date: 2026-01-31 | SLA Due Date: 2026-02-02,High,In Progress,Process Delay,Reporting Team,2026-02-02,
INC1000435,ServiceNow,2026-02-19,servicenow@company.com,INC1000435 | Low | Reporting Issue | Closed - Power Bi Error,Ticket ID: INC1000435 | Priority: Low | Status: Closed | Assigned Team: Data Support | Issue: Power BI error | Category: Reporting Issue | Created Date: 2026-02-19 | SLA Due Date: 2026-02-26,Low,Closed,Reporting Issue,Vendor Support,2026-02-26,2026-03-02
FG1000436,Fieldglass,2026-04-25,fieldglass@company.com,FG1000436 | Medium | Process Delay | Open - Queue Backlog,Ticket ID: FG1000436 | Priority: Medium | Status: Open | Assigned Team: Access Management | Issue: queue backlog | Category: Process Delay | Created Date: 2026-04-25 | SLA Due Date: 2026-04-29,Medium,Open,Process Delay,Vendor Support,2026-04-29,
INC1000437,ServiceNow,2026-03-10,servicenow@company.com,INC1000437 | Low | Access Issue | Closed - Login Failure,Ticket ID: INC1000437 | Priority: Low | Status: Closed | Assigned Team: Reporting Team | Issue: login failure | Category: Access Issue | Created Date: 2026-03-10 | SLA Due Date: 2026-03-17,Low,Closed,Access Issue,Application Support,2026-03-17,2026-03-11
INC1000438,ServiceNow,2026-04-05,servicenow@company.com,INC1000438 | Low | Data Quality Issue | Closed - Null Field,Ticket ID: INC1000438 | Priority: Low | Status: Closed | Assigned Team: Data Support | Issue: null field | Category: Data Quality Issue | Created Date: 2026-04-05 | SLA Due Date: 2026-04-12,Low,Closed,Data Quality Issue,Application Support,2026-04-12,2026-04-06
FG1000439,Fieldglass,2026-02-02,fieldglass@company.com,FG1000439 | Critical | Access Issue | Open - Access Denied,Ticket ID: FG1000439 | Priority: Critical | Status: Open | Assigned Team: Vendor Support | Issue: access denied | Category: Access Issue | Created Date: 2026-02-02 | SLA Due Date: 2026-02-03,Critical,Open,Access Issue,Reporting Team,2026-02-03,
FG1000440,Fieldglass,2026-02-10,fieldglass@company.com,FG1000440 | Medium | System Error | In Progress - Interface Failure,Ticket ID: FG1000440 | Priority: Medium | Status: In Progress | Assigned Team: Data Support | Issue: interface failure | Category: System Error | Created Date: 2026-02-10 | SLA Due Date: 2026-02-14,Medium,In Progress,System Error,Vendor Support,2026-02-14,
INC1000441,ServiceNow,2026-03-31,servicenow@company.com,INC1000441 | Low | Process Delay | Pending Business - Sla Delay,Ticket ID: INC1000441 | Priority: Low | Status: Pending Business | Assigned Team: Vendor Support | Issue: SLA delay | Category: Process Delay | Created Date: 2026-03-31 | SLA Due Date: 2026-04-07,Low,Pending Business,Process Delay,Data Support,2026-04-07,
FG1000442,Fieldglass,2026-02-26,fieldglass@company.com,FG1000442 | High | Reporting Issue | Resolved - Tableau Variance,Ticket ID: FG1000442 | Priority: High | Status: Resolved | Assigned Team: Reporting Team | Issue: Tableau variance | Category: Reporting Issue | Created Date: 2026-02-26 | SLA Due Date: 2026-02-28,High,Resolved,Reporting Issue,Vendor Support,2026-02-28,2026-02-27
INC1000443,ServiceNow,2026-02-07,servicenow@company.com,INC1000443 | Low | Data Quality Issue | Closed - Broken Reference,Ticket ID: INC1000443 | Priority: Low | Status: Closed | Assigned Team: Data Support | Issue: broken reference | Category: Data Quality Issue | Created Date: 2026-02-07 | SLA Due Date: 2026-02-14,Low,Closed,Data Quality Issue,Vendor Support,2026-02-14,2026-02-12
INC1000444,ServiceNow,2026-03-10,servicenow@company.com,INC1000444 | Critical | Access Issue | Pending Business - Access Denied,Ticket ID: INC1000444 | Priority: Critical | Status: Pending Business | Assigned Team: Access Management | Issue: access denied | Category: Access Issue | Created Date: 2026-03-10 | SLA Due Date: 2026-03-11,Critical,Pending Business,Access Issue,Reporting Team,2026-03-11,
FG1000445,Fieldglass,2026-01-19,fieldglass@company.com,FG1000445 | Low | Data Quality Issue | Closed - Broken Reference,Ticket ID: FG1000445 | Priority: Low | Status: Closed | Assigned Team: Access Management | Issue: broken reference | Category: Data Quality Issue | Created Date: 2026-01-19 | SLA Due Date: 2026-01-26,Low,Closed,Data Quality Issue,Reporting Team,2026-01-26,2026-01-23
INC1000446,ServiceNow,2026-04-30,servicenow@company.com,INC1000446 | Low | Data Quality Issue | Closed - Null Field,Ticket ID: INC1000446 | Priority: Low | Status: Closed | Assigned Team: Data Support | Issue: null field | Category: Data Quality Issue | Created Date: 2026-04-30 | SLA Due Date: 2026-05-07,Low,Closed,Data Quality Issue,Access Management,2026-05-07,2026-05-11
INC1000447,ServiceNow,2026-02-12,servicenow@company.com,INC1000447 | High | Reporting Issue | Pending Business - Dashboard Mismatch,Ticket ID: INC1000447 | Priority: High | Status: Pending Business | Assigned Team: Reporting Team | Issue: dashboard mismatch | Category: Reporting Issue | Created Date: 2026-02-12 | SLA Due Date: 2026-02-14,High,Pending Business,Reporting Issue,Data Support,2026-02-14,
FG1000448,Fieldglass,2026-02-27,fieldglass@company.com,FG1000448 | Low | Process Delay | In Progress - Sla Delay,Ticket ID: FG1000448 | Priority: Low | Status: In Progress | Assigned Team: Access Management | Issue: SLA delay | Category: Process Delay | Created Date: 2026-02-27 | SLA Due Date: 2026-03-06,Low,In Progress,Process Delay,Vendor Support,2026-03-06,
INC1000449,ServiceNow,2026-02-24,servicenow@company.com,INC1000449 | Medium | Process Delay | In Progress - Queue Backlog,Ticket ID: INC1000449 | Priority: Medium | Status: In Progress | Assigned Team: Access Management | Issue: queue backlog | Category: Process Delay | Created Date: 2026-02-24 | SLA Due Date: 2026-02-28,Medium,In Progress,Process Delay,Reporting Team,2026-02-28,
INC1000450,ServiceNow,2026-04-04,servicenow@company.com,INC1000450 | Low | System Error | Open - Timeout,Ticket ID: INC1000450 | Priority: Low | Status: Open | Assigned Team: Application Support | Issue: timeout | Category: System Error | Created Date: 2026-04-04 | SLA Due Date: 2026-04-11,Low,Open,System Error,Application Support,2026-04-11,
FG1000451,Fieldglass,2026-03-24,fieldglass@company.com,FG1000451 | Medium | Reporting Issue | Open - Wrong Kpi,Ticket ID: FG1000451 | Priority: Medium | Status: Open | Assigned Team: Access Management | Issue: wrong KPI | Category: Reporting Issue | Created Date: 2026-03-24 | SLA Due Date: 2026-03-28,Medium,Open,Reporting Issue,Reporting Team,2026-03-28,
INC1000452,ServiceNow,2026-04-19,servicenow@company.com,INC1000452 | Medium | Reporting Issue | Closed - Dashboard Mismatch,Ticket ID: INC1000452 | Priority: Medium | Status: Closed | Assigned Team: Vendor Support | Issue: dashboard mismatch | Category: Reporting Issue | Created Date: 2026-04-19 | SLA Due Date: 2026-04-23,Medium,Closed,Reporting Issue,Application Support,2026-04-23,2026-04-20
INC1000453,ServiceNow,2026-03-11,servicenow@company.com,INC1000453 | High | Access Issue | Closed - Mfa Issue,Ticket ID: INC1000453 | Priority: High | Status: Closed | Assigned Team: Application Support | Issue: MFA issue | Category: Access Issue | Created Date: 2026-03-11 | SLA Due Date: 2026-03-13,High,Closed,Access Issue,Reporting Team,2026-03-13,2026-03-14
FG1000454,Fieldglass,2026-02-16,fieldglass@company.com,FG1000454 | Medium | Data Quality Issue | Open - Broken Reference,Ticket ID: FG1000454 | Priority: Medium | Status: Open | Assigned Team: Reporting Team | Issue: broken reference | Category: Data Quality Issue | Created Date: 2026-02-16 | SLA Due Date: 2026-02-20,Medium,Open,Data Quality Issue,Vendor Support,2026-02-20,
INC1000455,ServiceNow,2026-03-14,servicenow@company.com,INC1000455 | Medium | Process Delay | Open - Pending Approval,Ticket ID: INC1000455 | Priority: Medium | Status: Open | Assigned Team: Reporting Team | Issue: pending approval | Category: Process Delay | Created Date: 2026-03-14 | SLA Due Date: 2026-03-18,Medium,Open,Process Delay,Application Support,2026-03-18,
